Q_ID,Video_ID,Rank,Answer,Time (sec)
CBxi5FLNouw,CBxi5FLNouw,4,The boy appears to be trying to figure out the correct combination or solution to the lock on the suitcase.,0.5401
CBxi5FLNouw,CBxi5FLNouw,5,The boy appears to be trying to figure out how to use the remote control.,0.5401
CBxi5FLNouw,CBxi5FLNouw,6,The boy is trying to figure out how to open the door.,0.5401
CBxi5FLNouw,CBxi5FLNouw,7,The boy is trying to figure out how to solve a math problem.,0.5401
CBxi5FLNouw,CBxi5FLNouw,8,The boy is trying to figure out how to solve the math problem in front of him.,0.5401
CBxi5FLNouw,CBxi5FLNouw,9,The boy is trying to figure out how to open the lock on the door.,0.5401
CBxi5FLNouw,CBxi5FLNouw,10,The boy appears to be trying to figure out how to open the lock on the door.,0.5401
CcafMpThEeQ,CcafMpThEeQ,1,"The punching bag is no longer visible by the end of the video, suggesting it has been removed or obscured.",0.3947
CcafMpThEeQ,CcafMpThEeQ,2,The punching bag is torn in half by the end of the video.,0.3947
CcafMpThEeQ,CcafMpThEeQ,3,The punching bag is broken by the end of the video.,0.3947
CcafMpThEeQ,CcafMpThEeQ,4,The punching bag is left hanging by a single string at the end of the video.,0.3947
CcafMpThEeQ,CcafMpThEeQ,5,The punching bag is knocked over by the end of the video.,0.3947
CcafMpThEeQ,CcafMpThEeQ,6,The punching bag is left hanging by a single rope at the end of the video.,0.3947
CcafMpThEeQ,CcafMpThEeQ,7,"The punching bag is shown hanging limply, indicating it has been significantly damaged or punctured.",0.3947
CcafMpThEeQ,CcafMpThEeQ,8,"The punching bag is seen being hit repeatedly by a person's fist, causing it to move and sway with each impact.",0.3947
CcafMpThEeQ,CcafMpThEeQ,9,The punching bag is eventually left hanging from the ceiling.,0.3947
CcafMpThEeQ,CcafMpThEeQ,10,"The punching bag is shown to have been hit repeatedly, indicating it has been used as intended throughout the video.",0.3947
CFhqtT9V8yk,CFhqtT9V8yk,1,"The video appears to show a close-up of a hand or finger with a blurred background, but without additional context or frames, it's unclear what specific activity is taking place.",0.8204
CFhqtT9V8yk,CFhqtT9V8yk,2,"The video appears to be a still image with no discernible motion, suggesting it may not be a video at all, but rather a static image or a paused frame.",0.8204
CFhqtT9V8yk,CFhqtT9V8yk,3,The video shows a person walking in a dimly lit indoor environment.,0.8204
CFhqtT9V8yk,CFhqtT9V8yk,4,"The video appears to show a static image of a speech bubble with a question mark inside, suggesting a moment of inquiry or confusion.",0.8204
CFhqtT9V8yk,CFhqtT9V8yk,5,"The video shows a close-up of a hand interacting with a device, possibly demonstrating a feature or performing a task.",0.8204
CFhqtT9V8yk,CFhqtT9V8yk,6,"The video shows a person using a tool to cut or shape a material, likely wood or a similar substance, with precision.",0.8204
CFhqtT9V8yk,CFhqtT9V8yk,7,The video appears to be a static image showing a blank white screen with no discernible action or content.,0.8204
CFhqtT9V8yk,CFhqtT9V8yk,8,The video shows a black screen with no visible content or activity.,0.8204
CFhqtT9V8yk,CFhqtT9V8yk,9,The video shows a person's hand holding a white object against a blue background.,0.8204
CFhqtT9V8yk,CFhqtT9V8yk,10,The video shows a blank white screen with no visible content or action taking place.,0.8204
CgjC6CV-sUs,CgjC6CV-sUs,1,"The video is about a group of people engaging in an outdoor activity, possibly a hike or a bike ride, in a scenic natural setting.",0.804
CgjC6CV-sUs,CgjC6CV-sUs,2,"The video is about a group of people engaging in an activity or discussion in a casual, outdoor setting.",0.804
CgjC6CV-sUs,CgjC6CV-sUs,3,"The video appears to be about a person standing in a room with a white wall, and it seems to be a brief, possibly static or paused moment in the video.",0.804
CgjC6CV-sUs,CgjC6CV-sUs,4,"The video appears to be about a person standing in front of a wall with a black background, possibly discussing or demonstrating something.",0.804
CgjC6CV-sUs,CgjC6CV-sUs,5,"The video appears to be a brief introduction or title card, possibly for a series or episode, as it includes text that might be a title or episode name, ""season 1.""",0.804
CgjC6CV-sUs,CgjC6CV-sUs,6,"The video appears to be a casual, possibly humorous or lighthearted segment, as it features a person in a relaxed setting with a dog, which suggests a personal or home environment.",0.804
CgjC6CV-sUs,CgjC6CV-sUs,7,"The video appears to be about a person demonstrating or explaining something, possibly related to technology or a specific product, as indicated by the text ""The new app is here"" and the mention of ""iOS"" and ""Android"" platforms.",0.804
CgjC6CV-sUs,CgjC6CV-sUs,8,"The video is about a person engaging in an outdoor activity, possibly mountain biking, as indicated by the helmet and the natural setting.",0.804
CgjC6CV-sUs,CgjC6CV-sUs,9,"The video appears to be a simple text-based prompt asking for a one-sentence summary of the video content, but it does not provide any additional context or content to summarize.",0.804
CgjC6CV-sUs,CgjC6CV-sUs,10,"The video appears to be a tutorial or demonstration, as it includes a title card with the text ""HOW TO"" and a sequence of frames that likely show a step-by-step process or a series of actions being performed.",0.804
CH8Dp7EgW4I,CH8Dp7EgW4I,1,The smaller boy retaliates by shoving the other boy back.,0.3359
CH8Dp7EgW4I,CH8Dp7EgW4I,2,The smaller boy falls to the ground after being shoved by another boy.,0.3359
CH8Dp7EgW4I,CH8Dp7EgW4I,3,The smaller boy stands up and looks back at the other boy.,0.3359
CH8Dp7EgW4I,CH8Dp7EgW4I,4,The smaller boy retaliates by pushing the other boy back.,0.3359
CH8Dp7EgW4I,CH8Dp7EgW4I,5,The smaller boy falls to the ground after being shoved by another boy.,0.3359
CH8Dp7EgW4I,CH8Dp7EgW4I,6,The smaller boy retaliates by shoving the other boy back.,0.3359
CH8Dp7EgW4I,CH8Dp7EgW4I,7,The smaller boy looks at the other boy after he has been shoved.,0.3359
CH8Dp7EgW4I,CH8Dp7EgW4I,8,The smaller boy falls down after being shoved by another boy.,0.3359
CH8Dp7EgW4I,CH8Dp7EgW4I,9,The smaller boy retaliates by pushing the other boy back.,0.3359
CH8Dp7EgW4I,CH8Dp7EgW4I,10,The smaller boy retaliates by shoving the other boy back.,0.3359
CjcyaXLB3Ow,CjcyaXLB3Ow,1,The boy jumped up off the sofa and stomped out the room yelling because he was upset or angry about something that had happened.,0.7802
CjcyaXLB3Ow,CjcyaXLB3Ow,2,The boy jumped up off the sofa and stomped out the room yelling because he was upset and possibly wanted to express his frustration or anger.,0.7802
CjcyaXLB3Ow,CjcyaXLB3Ow,3,The boy jumped up off the sofa and stomped out the room yelling because he was upset or angry about something.,0.7802
CjcyaXLB3Ow,CjcyaXLB3Ow,4,The boy jumped up off the sofa and stomped out of the room yelling because he was likely upset or angry about something.,0.7802
CjcyaXLB3Ow,CjcyaXLB3Ow,5,The boy likely jumped up off the sofa and stomped out the room yelling because he was angry or upset about something that happened or was said to him.,0.7802
CjcyaXLB3Ow,CjcyaXLB3Ow,6,The boy likely jumped up off the sofa and stumped out the room yelling because he was upset or angry about something.,0.7802
CjcyaXLB3Ow,CjcyaXLB3Ow,7,"The boy likely jumped up and stomped out the room yelling because he was frustrated or angry about something, possibly a disagreement or a mistake that he felt needed to be addressed immediately.",0.7802
CjcyaXLB3Ow,CjcyaXLB3Ow,8,The boy jumped up off the sofa and stomped out of the room yelling because he was upset or angry about something.,0.7802
CjcyaXLB3Ow,CjcyaXLB3Ow,9,The boy jumped up off the sofa and stomped out of the room yelling because he was angry or frustrated.,0.7802
CjcyaXLB3Ow,CjcyaXLB3Ow,10,The boy likely jumped up off the sofa and stumped out the room yelling because he was angry or frustrated about something that had just happened.,0.7802
CLgCH9T6IwY,CLgCH9T6IwY,1,"A figure with a black cape is often seen in the evening, especially during Halloween or in dark, mysterious settings.",0.6635
CLgCH9T6IwY,CLgCH9T6IwY,2,"A figure with a black cape is typically seen in the evening or at night, often in dramatic or spooky contexts.",0.6635
CLgCH9T6IwY,CLgCH9T6IwY,3,"A figure with a black cape is typically seen in the context of superheroes, particularly in comic books and movies, often symbolizing a character like Batman or a similar vigilante.",0.6635
CLgCH9T6IwY,CLgCH9T6IwY,4,"A figure with a black cape is typically seen in the dark or during nighttime scenes, often associated with mystery or the supernatural.",0.6635
CLgCH9T6IwY,CLgCH9T6IwY,5,"A figure with a black cape is typically seen during the Halloween season or in gothic-themed settings, symbolizing mystery and the supernatural.",0.6635
CLgCH9T6IwY,CLgCH9T6IwY,6,"You see a figure with a black cape during the Halloween season, often associated with characters like Batman or the Joker.",0.6635
CLgCH9T6IwY,CLgCH9T6IwY,7,"A figure with a black cape is typically seen in the early morning hours, often before sunrise.",0.6635
CLgCH9T6IwY,CLgCH9T6IwY,8,"You see a figure with a black cape during Halloween or in gothic-themed settings, often symbolizing mystery or darkness.",0.6635
CLgCH9T6IwY,CLgCH9T6IwY,9,"A figure with a black cape is typically seen in various forms of media, including movies, television shows, and comic books, often symbolizing themes of mystery, power, or vigilante justice.",0.6635
CLgCH9T6IwY,CLgCH9T6IwY,10,A figure with a black cape is typically seen during the Halloween season or in gothic or horror-themed contexts.,0.6635
Cl_YhG6ZgNg,Cl_YhG6ZgNg,1,"The video ends with a still image of the question, indicating that no further information or action is provided.",0.8301
Cl_YhG6ZgNg,Cl_YhG6ZgNg,2,"The video concluded with a serene view of a forest, emphasizing the beauty of nature.",0.8301
Cl_YhG6ZgNg,Cl_YhG6ZgNg,3,"The video ends with a shot of a serene landscape, featuring a clear blue sky, lush green trees, and a tranquil river flowing gently through the scene.",0.8301
Cl_YhG6ZgNg,Cl_YhG6ZgNg,4,The video ended with the character reaching the summit of the mountain.,0.8301
Cl_YhG6ZgNg,Cl_YhG6ZgNg,5,"The video ends with a static image of a computer screen displaying a text message that reads ""I'm sorry, but I can't assist with that.""",0.8301
Cl_YhG6ZgNg,Cl_YhG6ZgNg,6,The video ends with a question being posed.,0.8301
Cl_YhG6ZgNg,Cl_YhG6ZgNg,7,"By the end of the video, the person was standing in front of a whiteboard with a completed list of items.",0.8301
Cl_YhG6ZgNg,Cl_YhG6ZgNg,8,"The video concluded with the scene of the two characters standing close together, suggesting a moment of connection or intimacy.",0.8301
Cl_YhG6ZgNg,Cl_YhG6ZgNg,9,"By the end of the video, the character had successfully solved the puzzle.",0.8301
Cl_YhG6ZgNg,Cl_YhG6ZgNg,10,"The video ended with the text ""The End"" displayed on the screen.",0.8301
CnhxnPIbwyk,CnhxnPIbwyk,1,The woman was hit by a car at the end of the video.,0.506
CnhxnPIbwyk,CnhxnPIbwyk,2,"The woman in the video was seen walking away from the camera, indicating she had moved out of the frame.",0.506
CnhxnPIbwyk,CnhxnPIbwyk,3,"The woman is shown with her eyes closed, suggesting she may have fallen asleep or passed out.",0.506
CnhxnPIbwyk,CnhxnPIbwyk,4,The woman was seen walking away from the camera in the video.,0.506
CnhxnPIbwyk,CnhxnPIbwyk,5,"The woman in the video appears to be in a joyful state, possibly celebrating or expressing happiness, as indicated by her smile and the setting sun in the background.",0.506
CnhxnPIbwyk,CnhxnPIbwyk,6,"The woman in the video appears to be holding a cup, possibly enjoying a beverage, and seems to be in a relaxed or contemplative state.",0.506
CnhxnPIbwyk,CnhxnPIbwyk,7,The woman in the video was left standing alone and looking at her phone.,0.506
CnhxnPIbwyk,CnhxnPIbwyk,8,"The woman was left in a state of distress and confusion, as indicated by her open mouth and the visible tears.",0.506
CnhxnPIbwyk,CnhxnPIbwyk,9,"The woman in the video is seen sitting at a table with a cup of coffee, indicating that she has settled down for a moment of relaxation or work.",0.506
CnhxnPIbwyk,CnhxnPIbwyk,10,"The woman is seen in a dimly lit room, possibly indicating she has returned to a private or secluded space.",0.506
CsRoh9YM9pM,CsRoh9YM9pM,1,"Couples sleeping together is often compared to a mutual agreement to share intimacy, responsibilities, and companionship within a committed relationship.",0.5364
CsRoh9YM9pM,CsRoh9YM9pM,2,"Over time, couples sleeping together is often compared to a natural and common occurrence in human relationships, reflecting intimacy and the sharing of space in a committed partnership.",0.5364
CsRoh9YM9pM,CsRoh9YM9pM,3,"Over time, comparisons are made with couples sleeping together to assess intimacy, compatibility, and the quality of their relationship dynamics.",0.5364
CsRoh9YM9pM,CsRoh9YM9pM,4,"Over time, comparisons are made between couples sleeping together, often drawing parallels to the concept of sharing a bed or intimate physical closeness.",0.5364
CsRoh9YM9pM,CsRoh9YM9pM,5,"Couples sleeping together is often compared to a ""mating ritual"" or a ""bonding experience"" that can lead to a deeper emotional connection.",0.5364
CsRoh9YM9pM,CsRoh9YM9pM,6,"Couples sleeping together are often compared to a bed shared by two people, symbolizing intimacy and companionship.",0.5364
CsRoh9YM9pM,CsRoh9YM9pM,7,"Over time, comparisons are often made between couples sleeping together in terms of intimacy, comfort, and the potential for enhanced emotional and physical connection.",0.5364
