Q_ID,Video_ID,Rank,Answer,Time (sec),,
CcafMpThEeQ,CcafMpThEeQ,8,The punching bag is knocked over by the end of the video.,3.8732,,
CcafMpThEeQ,CcafMpThEeQ,9,The punching bag is knocked over by the player's kick.,3.8732,,
CcafMpThEeQ,CcafMpThEeQ,10,The punching bag falls to the ground after the player throws the ball and runs away.,3.8732,,
CFhqtT9V8yk,CFhqtT9V8yk,1,"The video depicts a cartoon character navigating through various obstacles on a sidewalk in Taiwan, facing challenges like avoiding obstacles and interacting with different items, but ultimately ending with a ""YOU DIED"" screen.",4.1484,,
CFhqtT9V8yk,CFhqtT9V8yk,2,"The video depicts a cartoon character attempting to navigate through a series of road obstacles in Taiwan, which include various hazards such as barriers, traffic cones, and moving vehicles, leading to the character's eventual ""death"" and a ""You Died"" screen.",4.1484,,
CFhqtT9V8yk,CFhqtT9V8yk,3,"The video depicts a cartoon character navigating through various obstacles on a pedestrian walkway in Taiwan, with the character eventually facing a fatal challenge that ends with the text ""YOU DIED.""",4.1484,,
CFhqtT9V8yk,CFhqtT9V8yk,4,"The video depicts a cartoon character navigating a series of pedestrian crosswalk obstacles, resulting in a ""YOU DIED"" screen.",4.1484,,
CFhqtT9V8yk,CFhqtT9V8yk,5,"The video shows a cartoon character navigating through a series of obstacles on a street, encountering various hazards like obstacles, vehicles, and hazards, which eventually leads to the character's failure and a ""YOU DIED"" screen.",4.1484,,
CFhqtT9V8yk,CFhqtT9V8yk,6,"The video depicts a cartoon character navigating through a series of street obstacles, such as a trash can, a door, and a car, in a humorous and exaggerated manner.",4.1484,,
CFhqtT9V8yk,CFhqtT9V8yk,7,"The video depicts a cartoon character navigating a series of obstacles on a sidewalk in Taiwan, but ultimately fails and is met with the message ""YOU DIED.""",4.1484,,
CFhqtT9V8yk,CFhqtT9V8yk,8,"The video shows a cartoon character participating in a Taiwan sidewalk obstacle race, encountering various obstacles and eventually crashing into a street sign, resulting in a ""YOU DIED"" message.",4.1484,,
CFhqtT9V8yk,CFhqtT9V8yk,9,"The video depicts a cartoon character navigating through a series of obstacles on a pedestrian walkway in Taiwan, which results in the character's death as indicated by the ""YOU DIED"" message.",4.1484,,
CFhqtT9V8yk,CFhqtT9V8yk,10,"The video depicts a cartoon character navigating through a series of obstacles on a pedestrian walkway in Taiwan, but ends with a ""YOU DIED"" screen indicating failure.",4.1484,,
CgjC6CV-sUs,CgjC6CV-sUs,1,"The video is a comic adaptation of a scene featuring a character named Chi-Chi taking things upstairs, with dialogue indicating a concern about protection and questioning the presence of something or someone upstairs.",3.7517,,
CgjC6CV-sUs,CgjC6CV-sUs,2,"The video is a compilation of scenes from an original comic by FTW Arts, featuring characters from the Dragon Ball series, including a scene where Chi-Chi takes things upstairs and a conversation about protection.",3.7517,,
CgjC6CV-sUs,CgjC6CV-sUs,3,"The video is a humorous take on a Dragon Ball scene, featuring a character named Chi-Chi taking things upstairs and interacting with another character in a domestic setting, depicted in a comic format.",3.7517,,
CgjC6CV-sUs,CgjC6CV-sUs,4,"The video is a humorous adaptation of a scene from a Dragon Ball comic, featuring characters in a domestic setting, with a focus on the character Chi-Chi taking things upstairs and engaging in a conversation about protection.",3.7517,,
CgjC6CV-sUs,CgjC6CV-sUs,5,"The video is a fan-made Dragon Ball comic adaptation by FTW Arts, featuring characters from the series in a humorous and relatable scenario.",3.7517,,
CgjC6CV-sUs,CgjC6CV-sUs,6,"The video is a fan-made comic adaptation of Dragon Ball characters, focusing on a humorous interaction between two characters in a domestic setting.",3.7517,,
CgjC6CV-sUs,CgjC6CV-sUs,7,"The video is a humorous take on a Dragon Ball Z-inspired scenario where Chi-Chi is shown taking things upstairs, followed by a comic-style dialogue between Goku and a character expressing concern about protection.",3.7517,,
CgjC6CV-sUs,CgjC6CV-sUs,8,"The video is a fan-made comic adaptation of Dragon Ball, featuring humorous interactions between characters and a call to subscribe for more content.",3.7517,,
CgjC6CV-sUs,CgjC6CV-sUs,9,"The video is a fan-made comic adaptation inspired by Dragon Ball, featuring a humorous scenario where Chi-Chi is taking things upstairs and a conversation about needing protection.",3.7517,,
CgjC6CV-sUs,CgjC6CV-sUs,10,"The video is a humorous and fan-made adaptation of scenes featuring characters from the Dragon Ball series, with a focus on a character named Chi-Chi taking things upstairs and a comedic interaction involving a martial arts training session.",3.7517,,
CH8Dp7EgW4I,CH8Dp7EgW4I,1,The smaller boy throws water at the other boy after he is pushed.,3.829,,
CH8Dp7EgW4I,CH8Dp7EgW4I,2,The smaller boy throws water at the boy who shoved him.,3.829,,
CH8Dp7EgW4I,CH8Dp7EgW4I,3,The smaller boy throws a rock into the water.,3.829,,
CH8Dp7EgW4I,CH8Dp7EgW4I,4,The smaller boy walks away after the other boy shoves him.,3.829,,
CH8Dp7EgW4I,CH8Dp7EgW4I,5,The smaller boy retaliates by throwing a rock at the other boy.,3.829,,
CH8Dp7EgW4I,CH8Dp7EgW4I,6,The smaller boy throws water at the boy who shoved him.,3.829,,
CH8Dp7EgW4I,CH8Dp7EgW4I,7,The smaller boy jumps into the water.,3.829,,
CH8Dp7EgW4I,CH8Dp7EgW4I,8,The smaller boy throws a stone into the water.,3.829,,
CH8Dp7EgW4I,CH8Dp7EgW4I,9,The smaller boy walks away with his hand in his pocket.,3.829,,
CH8Dp7EgW4I,CH8Dp7EgW4I,10,The smaller boy retaliates by shoving the other boy back.,3.829,,
CjcyaXLB3Ow,CjcyaXLB3Ow,1,The boy jumped up off the sofa and stomped out the room yelling because he noticed the girl was using a different phone than the one she claimed to be using.,3.8131,,
CjcyaXLB3Ow,CjcyaXLB3Ow,2,"The boy likely jumped up and stomped out the room yelling because he was reacting to something unexpected or frustrating, possibly related to the woman holding a phone and the pillow being thrown.",3.8131,,
CjcyaXLB3Ow,CjcyaXLB3Ow,3,"The boy jumped up off the sofa and stomped out the room yelling because the woman took the remote control from him, which he was using to change the TV channel.",3.8131,,
CjcyaXLB3Ow,CjcyaXLB3Ow,4,The boy jumped up off the sofa and stomp out the room yelling because the woman in the blue top stood up and the boy felt surprised or startled.,3.8131,,
CjcyaXLB3Ow,CjcyaXLB3Ow,5,"The boy jumped up off the sofa and stomped out the room yelling because he was upset by the girl putting on headphones and pretending to listen to music, which interrupted his own activity.",3.8131,,
CjcyaXLB3Ow,CjcyaXLB3Ow,6,"The boy likely jumped up off the sofa and stomp out the room yelling because he was upset or frustrated, possibly due to a conflict or disagreement with the woman sitting next to him.",3.8131,,
CjcyaXLB3Ow,CjcyaXLB3Ow,7,The boy jumped up off the sofa and stomped out the room yelling because he was upset by the woman's actions or words.,3.8131,,
CjcyaXLB3Ow,CjcyaXLB3Ow,8,The boy jumped up off the sofa and stomp out the room yelling because he was startled or provoked by something the girl did or said.,3.8131,,
CjcyaXLB3Ow,CjcyaXLB3Ow,9,The boy jumped up off the sofa and stomped out the room yelling because he was startled and upset by the girl sitting on his lap and talking to him.,3.8131,,
CjcyaXLB3Ow,CjcyaXLB3Ow,10,"The boy jumped up off the sofa and stomped out the room yelling because the woman behind him took his phone, causing him to react strongly.",3.8131,,
CLgCH9T6IwY,CLgCH9T6IwY,1,"The figure with a black cape is seen in the background of the group photo, but the specific moment when this figure is highlighted or focused on is not detailed in the provided text.",4.2235,,
CLgCH9T6IwY,CLgCH9T6IwY,2,"The figure with a black cape appears in the third scene, where a person in a red and white suit with a black cape is standing.",4.2235,,
CLgCH9T6IwY,CLgCH9T6IwY,3,"We see a figure with a black cape in the second scene, where a person in a costume is standing in a large indoor space.",4.2235,,
CLgCH9T6IwY,CLgCH9T6IwY,4,"The figure with a black cape appears in the third scene, where the text ""??????????? (Third Ultraman Father) is displayed.""",4.2235,,
CLgCH9T6IwY,CLgCH9T6IwY,5,"We see a figure with a black cape in the second scene, where a person in a black and white suit is standing in a large indoor space.",4.2235,,
CLgCH9T6IwY,CLgCH9T6IwY,6,A figure with a black cape appears in the third frame of the video.,4.2235,,
CLgCH9T6IwY,CLgCH9T6IwY,7,The figure with a black cape is seen in the background among the group of cosplayers.,4.2235,,
CLgCH9T6IwY,CLgCH9T6IwY,8,"The figure with a black cape appears in the second scene, where a person dressed in a white and red costume with a black cape is standing in a large indoor space.",4.2235,,
CLgCH9T6IwY,CLgCH9T6IwY,9,"We see a figure with a black cape in the second scene, where the person is performing a dynamic pose.",4.2235,,
CLgCH9T6IwY,CLgCH9T6IwY,10,We see a figure with a black cape in the second scene.,4.2235,,
Cl_YhG6ZgNg,Cl_YhG6ZgNg,1,The person successfully separated the egg yolks from the egg whites and placed them on two separate plates.,4.0406,,
Cl_YhG6ZgNg,Cl_YhG6ZgNg,2,"By the end of the video, two eggs have been successfully separated into two different plates using a plastic bottle.",4.0406,,
Cl_YhG6ZgNg,Cl_YhG6ZgNg,3,The person successfully separated the egg yolks and egg whites into two different plates.,4.0406,,
Cl_YhG6ZgNg,Cl_YhG6ZgNg,4,"By the end of the video, the person successfully separated the egg yolk from the egg white using a plastic bottle.",4.0406,,
Cl_YhG6ZgNg,Cl_YhG6ZgNg,5,"By the end of the video, all the egg yolks have been successfully separated into different plates.",4.0406,,
Cl_YhG6ZgNg,Cl_YhG6ZgNg,6,"By the end of the video, the person successfully separated the egg yolks into two plates using a plastic bottle.",4.0406,,
Cl_YhG6ZgNg,Cl_YhG6ZgNg,7,"By the end of the video, the person successfully separated the yolk from the egg white using a plastic bottle, placing the yolk into one plate and the egg white into another.",4.0406,,
Cl_YhG6ZgNg,Cl_YhG6ZgNg,8,"By the end of the video, the person successfully separated the egg yolks into two different plates, demonstrating a technique that is likely intended to be easier or more efficient than the traditional method.",4.0406,,
Cl_YhG6ZgNg,Cl_YhG6ZgNg,9,"By the end of the video, the person successfully separated the egg yolk and egg white into two separate plates using a plastic bottle.",4.0406,,
Cl_YhG6ZgNg,Cl_YhG6ZgNg,10,"By the end of the video, the person successfully separated the egg yolk from the egg whites using a plastic bottle.",4.0406,,
CnhxnPIbwyk,CnhxnPIbwyk,1,The woman was kneeling on the beach with a red and white scarf flowing in the wind.,4.0358,,
CnhxnPIbwyk,CnhxnPIbwyk,2,The woman was sitting on the sand by the end of the video.,4.0358,,
CnhxnPIbwyk,CnhxnPIbwyk,3,The woman was sitting on the beach holding a red and white scarf.,4.0358,,
CnhxnPIbwyk,CnhxnPIbwyk,4,"The woman by the end of the video is sitting on the beach, holding a red scarf and smiling.",4.0358,,
CnhxnPIbwyk,CnhxnPIbwyk,5,"The woman was sitting on the beach with a colorful scarf and then stood up, holding the scarf high above her head.",4.0358,,
CnhxnPIbwyk,CnhxnPIbwyk,6,"The woman was sitting on the beach with her arms raised, holding a red and white scarf, enjoying the sunny day.",4.0358,,
CnhxnPIbwyk,CnhxnPIbwyk,7,The woman ended up sitting on the sand with her scarf waving in the breeze.,4.0358,,
CnhxnPIbwyk,CnhxnPIbwyk,8,"The woman by the end of the video is kneeling on the beach, holding a red scarf above her head, and smiling.",4.0358,,
CnhxnPIbwyk,CnhxnPIbwyk,9,"The woman by the end of the video is sitting on the sand with her scarf in the air, smiling.",4.0358,,
CnhxnPIbwyk,CnhxnPIbwyk,10,"The woman in the blue dress was dancing on the beach, holding a red scarf, and her shadow was cast on the sand, indicating she was still present at the end of the video.",4.0358,,
CsRoh9YM9pM,CsRoh9YM9pM,1,"The video illustrates how couples' sleeping habits and dynamics evolve over time, showcasing increased comfort and shared routines as they spend more time together.",4.1956,,
CsRoh9YM9pM,CsRoh9YM9pM,2,"The video humorously compares the dynamics of couples sleeping together over different stages of their relationship, from the initial excitement to the eventual adjustment and comfort that comes with time.",4.1956,,
CsRoh9YM9pM,CsRoh9YM9pM,3,"The video illustrates the changes in how couples interact and adjust their sleeping arrangements over time, starting from the first day and progressing through six months and a year.",4.1956,,
CsRoh9YM9pM,CsRoh9YM9pM,4,"The video humorously compares the initial excitement of sleeping together with a couple, to the more relaxed and comfortable state of sleeping together after 1 year, showcasing the evolution of intimacy and comfort in a relationship.",4.1956,,
CsRoh9YM9pM,CsRoh9YM9pM,5,The comparisons highlight the changes in comfort and routine as couples adapt to sleeping together over time.,4.1956,,
CsRoh9YM9pM,CsRoh9YM9pM,6,"Over time, the video highlights the progression from initial excitement to the comfort and routine of long-term cohabitation, with the couple's interactions becoming more relaxed and intimate.",4.1956,,
CsRoh9YM9pM,CsRoh9YM9pM,7,"The video compares the progression of couples sleeping together over time, from the initial excitement and closeness to the routine and comfort of a long-term relationship.",4.1956,,
CsRoh9YM9pM,CsRoh9YM9pM,8,"The video compares the intimacy and comfort level of couples sleeping together over different time periods, from the first day to one year, highlighting the evolving dynamics and physical comfort as they grow accustomed to each other.",4.1956,,
CsRoh9YM9pM,CsRoh9YM9pM,9,"The video humorously compares the comfort and dynamics of couples sleeping together over different time periods, from the initial excitement to the challenges and adaptations that occur with familiarity.",4.1956,,
CsRoh9YM9pM,CsRoh9YM9pM,10,"The video shows humorous comparisons of couples sleeping together over different time periods, highlighting how their interactions evolve from playful and intimate to more routine and sometimes slightly chaotic.",4.1956,,
CtinYSH3nVw,CtinYSH3nVw,1,The man carries a metal bowl towards the car.,3.656,,
CtinYSH3nVw,CtinYSH3nVw,2,The woman takes a selfie with the man standing behind her.,3.656,,
CtinYSH3nVw,CtinYSH3nVw,3,"The man is seen holding a metal bowl while standing next to the woman, and then he gets into a silver car.",3.656,,
CtinYSH3nVw,CtinYSH3nVw,4,The man walks away from the car with a metal bowl in his hand.,3.656,,
CtinYSH3nVw,CtinYSH3nVw,5,"The man stands next to the car, holding a metal bowl, while the woman walks away.",3.656,,
CtinYSH3nVw,CtinYSH3nVw,6,"The man walks towards the car, opens the door, and gets in.",3.656,,
CtinYSH3nVw,CtinYSH3nVw,7,"The woman is taking a selfie with a man standing next to her, holding a bowl.",3.656,,
CtinYSH3nVw,CtinYSH3nVw,8,"The man stands next to a woman holding a tray and a phone, and they appear to be having a conversation.",3.656,,
CtinYSH3nVw,CtinYSH3nVw,9,"The man stands barefoot next to a silver car, holding a metal pot.",3.656,,
CtinYSH3nVw,CtinYSH3nVw,10,The man walks towards the car with a metal bowl in his hand.,3.656,,
D4P4xYRYXIM,D4P4xYRYXIM,1,The three young boys received lollipops from a man.,3.6556,,
D4P4xYRYXIM,D4P4xYRYXIM,2,"The three young boys stood together, each holding a colorful lollipop.",3.6556,,
D4P4xYRYXIM,D4P4xYRYXIM,3,The three young boys received a candy from a man's hand.,3.6556,,
D4P4xYRYXIM,D4P4xYRYXIM,4,"The three young boys posed for a picture together, each holding a small object.",3.6556,,
D4P4xYRYXIM,D4P4xYRYXIM,5,"The three young boys stood together, each holding a small object, possibly a lollipop or a similar treat.",3.6556,,
D4P4xYRYXIM,D4P4xYRYXIM,6,The three young boys exchanged a fist bump among themselves.,3.6556,,
D4P4xYRYXIM,D4P4xYRYXIM,7,The three young boys were seen eating lollipops.,3.6556,,
D4P4xYRYXIM,D4P4xYRYXIM,8,The three young boys each received a lollipop from the man.,3.6556,,
D4P4xYRYXIM,D4P4xYRYXIM,9,The three young boys happily received a lollipop from the man after the fist bump.,3.6556,,
